salesDate,sales,memberID
9/3/2019,990,186600024749
7/9/2019,75,183300056673
7/9/2019,168,183300056673
7/2/2019,500,60659409
7/9/2019,5290,60659409
7/9/2019,129,60107885
7/9/2019,399,60107885
9/10/2019,149,60349456
9/10/2019,3488,60349456
7/9/2019,3190,60484632
2/7/2019,2490,186900011488
5/9/2019,99,60167660
4/8/2019,749,15000030174
7/1/2019,7990,60656360
7/8/2019,429,60484577
7/8/2019,699,60484577
7/8/2019,1090,60327224
7/1/2019,2050,60173996
9/9/2019,699,3931343
1/7/2019,6790,60138718
9/9/2019,999,60482338
5/8/2019,799,15000007227
6/5/2019,1650,60628334
5/8/2019,599,183600016568
8/7/2019,1490,15000002621
7/9/2019,45,183300056673
7/9/2019,80,183300056673
7/9/2019,300,183300056673
7/9/2019,349,183300056673
7/2/2019,1800,60659409
7/9/2019,1980,60659409
3/5/2019,2290,186900053133
3/5/2019,380,183300017590
3/5/2019,400,183300017590
3/5/2019,550,183300017590
4/2/2019,1099,189900047601
6/4/2019,2890,60658614
7/9/2019,18,60107885
9/10/2019,4788,60349456
7/2/2019,2990,15000028854
3/8/2019,2000,60131505
8/2/2019,699,15000035955
2/1/2019,189,60486594
2/1/2019,849,60486594
1/10/2019,5599,60138718
5/9/2019,475,60167660
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
